Image URL,Region,State Name,Flag Name,Additional Info,Year Added,Year Removed,green,turquoise,blue,violet,pink,red,orange,yellow,white,black
https://flaglog.com/img/lebanon1861.png,Middle_East,Mount Lebanon,N/A,N/A,1861,1920,4.51,0.07,0,1.14,0,0.27,0.25,0.01,93.74,0
https://flaglog.com/img/futajallon1725.png,Middle_East,Futa Jallon,N/A,N/A,1725,1896,3.7,0.21,0,0,0,0,0,0,53.17,42.92
https://flaglog.com/img/sokoto1804.png,Middle_East,Sokoto Caliphate,green flag of Islam," Flown by exclusively by the sultan as a symbol of religious authority. Not really a ""national flag"" as we'd understand it in modern terms. The sultan also gave white flags to his vassal emirs within the Caliphate.",1804,1903,100.0,0,0,0,0,0,0,0,0,0
https://flaglog.com/img/orange1856.png,Middle_East,Orange Free State,N/A,N/A,1856,1902,0,0,6.07,0,0,6.07,36.79,0,51.08,0
https://flaglog.com/img/transvaal1874.png,Middle_East,South African Republic ,N/A,N/A,1874,1875,0,0.04,50.44,0.69,0,35.04,0.09,0,13.69,0
https://flaglog.com/img/liberia1847.png,Middle_East,Liberia,N/A,N/A,1847,still in use,0,0,9.63,0.11,0,48.02,0,0,42.24,0
https://flaglog.com/img/france1794.png,Western_Europe,France,N/A,N/A,1794,still in use,0,0,33.33,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/italy1861.png,Western_Europe,Italy,national flag," Flown by private citizens and merchant ships. The ""Italian Social Republic"", the Nazi puppet regime in the north, flew the plain tricolour as a national flag and had a war flag with an eagle gripping a fasces. The anti-fascist Italian partisans flew either plain tricolours or tricolours with a white or red star on the middle stripe.",1861,1946,33.33,0,5.29,0.09,0,39.58,0,0,21.7,0
https://flaglog.com/img/italy1861-state.png,Western_Europe,Italy,state flag, Flown by the government and navy.,1861,1946,33.33,0,5.29,0.16,0,40.91,1.07,0.45,18.78,0
https://flaglog.com/img/belgium1831.png,Western_Europe,Belgium,N/A,N/A,1831,still in use,0,0,0,0,0,33.33,0,33.33,0,33.33
https://flaglog.com/img/austria1804.png,Western_Europe,Austria,Imperial colours," The dynastic colours of the Hapsburg monarchy, often used as a flag on land.",1804,1918,0,0,0,0,0,0,0,50.0,0,50.0
https://flaglog.com/img/austria1804-civil.png,Western_Europe,Austria,naval flag, Flown by navy ships. Direct predecessor of the modern Austrian flag.,1804,1918,0.02,0,0.04,0.08,0,68.7,1.46,1.39,28.3,0
https://flaglog.com/img/netherlands1596.png,Western_Europe,Netherlands,N/A,N/A,1596,still in use,0,0,33.33,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/luxembourg1845.png,Western_Europe,Luxembourg,N/A,N/A,1845,still in use,0,33.33,0,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/germany1867.png,Western_Europe,Germany,N/A,N/A,1867,1935,0,0,0,0,0,33.33,0,0,33.33,33.33
https://flaglog.com/img/spain1785.png,Western_Europe,Spain,N/A,N/A,1785,1931,0.01,0.03,0,0.07,0,52.55,1.92,43.72,1.69,0
https://flaglog.com/img/andorra1866.png,Western_Europe,Andorra,N/A,N/A,1866,1939,0,0,33.33,0,0,33.54,4.44,27.83,0.86,0
https://flaglog.com/img/switzerland1848.png,Western_Europe,Switzerland,army flag," Flag of the federal army, treated as an unofficial national flag.",1848,1889,0,0,0,0,0,76.53,0,0,23.47,0
https://flaglog.com/img/denmark1748.png,Western_Europe,Denmark,national flag, Allowed to be flown by anyone.,1748,1893,0,0,0,0,0,74.52,0,0,25.48,0
https://flaglog.com/img/denmark1856-state.png,Western_Europe,Denmark,sovereign flag," Flown by the royal house, the government, and the armed forces. Also granted to a select list of private institutions and companies.",1856,still in use,0,0,0,0,0,84.08,0.01,0,15.91,0
https://flaglog.com/img/norway1844.png,Western_Europe,Norway,merchant flag, Allowed to be flown by anyone. The union mark in the top-left corner of the flag was flown on its own as a joint diplomatic flag for Sweden and Norway.,1844,1899,0,0,23.3,0.38,0,54.23,0.03,1.8,20.26,0
https://flaglog.com/img/norway1844-state.png,Western_Europe,Norway,state flag, Flown only on state-owned buildings and naval ships.,1844,1899,0,0,19.93,8.33,0,52.59,0.1,1.46,17.59,0
https://flaglog.com/img/sweden1844.png,Western_Europe,Sweden,merchant flag, Allowed to be flown by anyone. The union mark in the top-left corner of the flag was flown on its own as a joint diplomatic flag for Sweden and Norway.,1844,1905,0,0,62.32,0.43,0,3.86,0,32.33,1.06,0
https://flaglog.com/img/sweden1844-state.png,Western_Europe,Sweden,war flag, Flown on government buildings and by the military.,1844,1897,0,0,59.59,0.62,0,3.09,0.23,35.62,0.85,0
https://flaglog.com/img/greece1822-land.png,Western_Europe,Greece,land flag, Flown on land within Greece. The military flag had a crown in the centre of the cross.,1822,1978,0,0,69.33,0,0,0,0,0,30.67,0
https://flaglog.com/img/greece1822.png,Western_Europe,Greece,sea flag, Flown at sea and abroad. The naval ensign had a crown in the centre of the cross.,1822,1970,0,0,56.38,0,0,0,0,0,43.62,0
https://flaglog.com/img/samos1832.png,Western_Europe,Samos,N/A,N/A,1832,1912,0,0,34.67,0,0,34.67,0,0,30.67,0
https://flaglog.com/img/unitedkingdom1801.png,Western_Europe,United Kingdom,N/A,N/A,1801,still in use,0,0,27.83,0.42,0,37.44,0,0,34.31,0
https://flaglog.com/img/england1277.png,Western_Europe,England,N/A,N/A,1277,still in use,0,0,0,0,0,29.6,0,0,70.4,0
https://flaglog.com/img/scotland1542.png,Western_Europe,Scotland,N/A,N/A,1542,still in use,0,0.5,58.0,0.53,0,0,0,0,40.97,0
https://flaglog.com/img/jersey1841.png,Western_Europe,Jersey,N/A,N/A,1841,1981,0,0,0,0,0,40.97,0.5,0,58.53,0
https://flaglog.com/img/sanmarino1862.png,Western_Europe,San Marino,N/A,N/A,1862,2011,3.28,44.61,0.22,1.79,0,0.07,1.62,0.68,47.65,0.09
https://flaglog.com/img/liechtenstein1806.png,Western_Europe,Liechtenstein,princely flag," Flown by the prince, and unofficially as a national flag.",1806,1921,0,0,0,0,0,50.0,0,50.0,0,0
https://flaglog.com/img/portugal1830.png,Western_Europe,Portugal,N/A,N/A,1830,1910,0.06,0,41.26,2.27,0,7.78,2.84,1.16,44.62,0
https://flaglog.com/img/malta1798-traditional.png,Western_Europe,Malta,traditional flag," Flown unofficially, mostly by civilian ships.",1798,1943,0,0,0,0,0,50.0,0,0,50.0,0
https://flaglog.com/img/monaco1814.png,Western_Europe,Monaco,N/A,N/A,1814,1881,0.08,0.01,0,1.02,0,8.94,2.12,1.29,86.4,0.15
https://flaglog.com/img/catalonia1810.png,Western_Europe,Catalonia,N/A,N/A,1810,still in use,0,0,0,0,0,44.44,0,55.56,0,0
https://flaglog.com/img/cornwall1838.png,Western_Europe,Cornwall,N/A,N/A,1838,still in use,0,0,0,0,0,0,0,0,29.6,70.4
https://flaglog.com/img/corsica1755.png,Western_Europe,Corsica,N/A,N/A,1755,still in use,0.07,0,0,2.35,0,0,0,0,76.58,21.01
https://flaglog.com/img/wales1807.png,Western_Europe,Wales,N/A,N/A,1807,1953,3.56,0,0,2.27,0,8.32,0,0,73.67,12.17
https://flaglog.com/img/iceland1870.png,Western_Europe,Iceland,N/A,N/A,1870,1897,0.29,84.37,0.02,3.65,0,0,0,0,11.07,0.6
https://flaglog.com/img/ireland1798.png,Western_Europe,Ireland,N/A,N/A,1798,1916,86.81,0,0,0.46,0,0.3,2.95,7.89,1.39,0.19
https://flaglog.com/img/flanders1297.png,Western_Europe,Flanders,N/A,N/A,1297,1973,2.78,0,0,0.04,0,0.99,4.6,67.85,0,23.72
https://flaglog.com/img/heligoland1814.png,Western_Europe,Heligoland,N/A,N/A,1814,1890,33.33,0,0,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/russia1703-standard.png,Eastern_Europe,Russia,Imperial standard," The flag of the Emperor, often regarded as the Russian national flag during the period.",1703,1883,1.15,1.15,0,3.19,0,0.74,3.1,76.56,3.18,10.94
https://flaglog.com/img/russia1858.png,Eastern_Europe,Russia,armorial flag," Flown on government buildings, especially military buildings, and as patriotic decoration.",1858,1896,0,0,0,0,0,0,0,33.33,33.33,33.33
https://flaglog.com/img/russia1705.png,Eastern_Europe,Russia,trade flag, Flown by merchant ships.,1705,1922,0,0,33.33,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/carniola1848.png,Eastern_Europe,Carniola,national colours, Designated as the official colours of the Austrian crown land of Carniola. Regarded as the unofficial national flag of Slovenia.,1848,1918,0,0,33.33,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/slovakia1848.png,Eastern_Europe,Slovakia ,N/A," Flown by advocates of Slovakian independence. The ""Upper Hungary"" region did not have an official flag.",1848,1918,0,0,33.33,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/croatia1867.png,Eastern_Europe,Croatia and Slavonia,N/A,N/A,1867,1918,0.56,0,35.25,1.0,0,32.57,1.98,0.38,28.25,0
https://flaglog.com/img/serbia1835.png,Eastern_Europe,Serbia,national flag, Allowed to be flown by anyone.,1835,1918,0,0,33.33,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/serbia1838.png,Eastern_Europe,Serbia,state flag, Flown the government and armed forces.,1838,1878,0.4,0,28.92,0.66,0,33.28,0.55,0.35,35.84,0
https://flaglog.com/img/hungary1867.png,Eastern_Europe,Hungary,N/A,N/A,1867,1918,34.26,0,0.05,0.29,0,34.18,1.63,0.35,29.23,0
https://flaglog.com/img/romania1866.png,Eastern_Europe,Romania,N/A,N/A,1866,1948,0,0,33.33,0,0,33.33,0,33.33,0,0
https://flaglog.com/img/ukraine1848.png,Eastern_Europe,Ukraine ,N/A, Flown by Ukrainian nationalists. The order of colours wasn't fixed.,1848,1918,0,0,50.0,0,0,0,0,50.0,0,0
https://flaglog.com/img/bohemia1848.png,Eastern_Europe,Bohemia,state colours," Designated as the official colours of the Austrian crown land of Bohemia. Not an official flag, but informally regarded as a Czech national symbol. A white flag with the Bohemian coat of arms was also sometimes used.",1848,1918,0,0,0,0,0,50.0,0,0,50.0,0
https://flaglog.com/img/montenegro1860.png,Eastern_Europe,Montenegro,batallion flag, Flown by the prince and the military.,1860,1905,0,0,0.02,0.84,0,58.42,1.98,1.31,37.43,0
https://flaglog.com/img/poland1795.png,Eastern_Europe,Poland,banner," The former royal banner of Poland, no longer official but still used as an informal national symbol.",1795,1916,0.08,0,0,8.99,0,67.26,0.83,1.17,21.49,0.19
https://flaglog.com/img/bulgaria1862.png,Eastern_Europe,Bulgaria ,N/A," A typical flag flown by Bulgarian nationalists and revolutionaries in the pre-independence period. The flag would sometimes have different inscriptions or colours, but a golden lion on green was a common element. The slogan here reads ""Freedom or Death!""",1862,1877,91.85,0,0,0.04,0,0.13,3.19,4.79,0,0
https://flaglog.com/img/hyderabad1724.png,South_Asia,Hyderabad,N/A,N/A,1724,1948,23.37,0,0,0.24,0,1.36,1.23,59.24,14.15,0.41
https://flaglog.com/img/kashmir1846.png,South_Asia,Jammu and Kashmir ,N/A, The maharaja's flag had yellow stripes at the top and bottom.,1846,1936,0,0,0,0,0,84.16,0,0,0,15.84
https://flaglog.com/img/nepal1856.png,South_Asia,Nepal,N/A,N/A,1856,1930,21.91,0,0,0.39,0,24.06,0.76,0,52.88,0
https://flaglog.com/img/jhabua1607.png,South_Asia,Jhabua ,N/A, The raja's flag was rectangular,1607,1947,0,0,0,0.51,0,54.37,0,0,4.02,41.09
https://flaglog.com/img/dewas-unknown.png,South_Asia,Dewas,N/A,N/A,?,1947,0,0,0,0.58,0,51.49,3.46,5.99,0.91,37.58
https://flaglog.com/img/kota1817.png,South_Asia,Kota,princely flag, Flown by the Maharao and also used as a state flag. The flag was sometimes much longer.,1817,1947,1.18,0,0,1.71,0,71.89,1.83,3.21,7.48,12.69
https://flaglog.com/img/maldives1796.png,South_Asia,Maldive Islands,N/A,N/A,1796,1903,0,0,0,0,0,50.86,0,0,49.14,0
https://flaglog.com/img/kishangarh19th.png,South_Asia,Kishangarh,N/A,N/A,?,1877,0,0,0,0,0,52.9,0,0,0,47.1
https://flaglog.com/img/sailana1819.png,South_Asia,Sailana,N/A,N/A,1819,1877,0,0,0,0.03,0,50.64,0,0,0,49.33
https://flaglog.com/img/ajaigarh-unknown.png,South_Asia,Ajaigarh ,N/A, The reverse side of the flag showed a moon and a flower.,?,1947,0,0,0,37.0,0,0.06,0.34,2.19,1.72,58.69
https://flaglog.com/img/mewar1826.png,South_Asia,Mewar ,N/A, Mewar had a number of reported princely banners which were also sometimes used as state flags. The most common one had a large yellow sun and a blue katar dagger.,1826,1947,0,0,0,47.5,0,0.19,0.67,3.05,4.7,43.9
https://flaglog.com/img/porbandar1809.png,South_Asia,Porbandar,N/A,N/A,1809,1908,0,0,0,37.2,0,1.46,11.86,0,0.6,48.88
https://flaglog.com/img/maratha1674.png,South_Asia,Kolhapur ,N/A, Kolhapur flew the Maratha saffron banner as a state flag. The maharaja had a diagonally-divided red and orange flag.,1674,1947,0,0,0,0,0,0.18,70.95,0,28.39,0.47
https://flaglog.com/img/dhar1858.png,South_Asia,Dhar,N/A,N/A,1858,1947,0.02,0,0,0,0,0.07,28.97,28.96,0,41.98
https://flaglog.com/img/jaora1865.png,South_Asia,Jaora,N/A,N/A,1865,1895,50.31,0.01,0,0.28,0,0,0,0,0.39,49.0
https://flaglog.com/img/jaipur1818.png,South_Asia,Jaipur,N/A,N/A,1818,1877,10.47,0,10.51,0,0,10.56,0.23,9.91,9.46,48.86
https://flaglog.com/img/alwar1775.png,South_Asia,Alwar,N/A,N/A,1775,1931,20.0,20.0,0,0,0,20.0,0,20.0,20.0,0
https://flaglog.com/img/idar1741.png,South_Asia,Idar,N/A,N/A,1741,1947,20.0,20.0,0,0,20.0,20.0,0,20.0,0,0
https://flaglog.com/img/sirohi-unknown.png,South_Asia,Sirohi,N/A,N/A,?,1947,20.0,0,20.0,0,0,20.0,20.0,0,20.0,0
https://flaglog.com/img/jodhpur1818.png,South_Asia,Jodhpur,N/A,N/A,1818,1877,20.0,0,0,0,0,20.0,20.0,20.0,20.0,0
https://flaglog.com/img/gwalior1726.png,South_Asia,Gwalior,princely flag," Flag of the maharaja, also used as a state flag. Plain saffron flags were also sometimes flown.",1726,1908,0,0,0,0.06,0,0.94,84.95,6.52,7.49,0.04
https://flaglog.com/img/jaisalmer19th.png,South_Asia,Jaisalmer,N/A,N/A,?,1947,0,0,0,0,0,55.12,0.25,44.62,0,0
https://flaglog.com/img/bikaner1818.png,South_Asia,Bikaner,N/A,N/A,1818,1947,0,0,0,0,0,50.0,50.0,0,0,0
https://flaglog.com/img/banswara1581.png,South_Asia,Banswara,N/A,N/A,1581,1947,0,0,0,0,0,60.3,0,39.7,0,0
https://flaglog.com/img/dholpur1780.png,South_Asia,Dholpur,N/A,N/A,1780,1947,0,50.0,0,0,0,0,0,50.0,0,0
https://flaglog.com/img/rajpipla-unknown.png,South_Asia,Rajpipla,princely flag, Flown by the maharaja and often used as a state flag.,?,1947,0.2,0,0,0,0,0.08,83.96,15.16,0,0.6
https://flaglog.com/img/rajpipla19th-national.png,South_Asia,Rajpipla,national flag, Allowed to be flown by civilians.,?,1947,0,0,0,50.0,0,0,0,0,50.0,0
https://flaglog.com/img/indore1818.png,South_Asia,Indore ,N/A, Inland river boats flew a triangular pennant in the same colours.,1818,1924,0,0,0,0,0,50.0,0,0,50.0,0
https://flaglog.com/img/kalat1680.png,South_Asia,Kalat,N/A,N/A,1680,1947,46.55,0.09,0,0.22,0,40.64,0.29,0,12.21,0
https://flaglog.com/img/travancore19th.png,South_Asia,Travancore,N/A,N/A,?,1947,0.01,0,0,2.5,0,88.67,0,0,6.47,2.34
https://flaglog.com/img/manipur1825.png,South_Asia,Manipur,N/A,N/A,1825,1907,0.01,0.45,0,0.69,0.04,82.05,0.79,0.85,15.08,0.04
https://flaglog.com/img/rajgarh-unknown.png,South_Asia,Rajgarh,N/A,N/A,?,1947,0.01,0,0,2.14,0,82.0,0.7,4.56,10.55,0.04
https://flaglog.com/img/sitamau-unknown.png,South_Asia,Sitamau ,N/A, The Raja's flag had a red sun,?,1947,0,0,0,0,0,0.91,2.75,11.36,84.99,0
https://flaglog.com/img/bundi1579.png,South_Asia,Bundi,N/A,N/A,1579,1935,0,0,0,0,0,0,0,100.0,0,0
https://flaglog.com/img/alirajpur-unknown.png,South_Asia,Alirajpur,N/A,N/A,?,1947,0,0,0,0,0,50.0,0,0,50.0,0
https://flaglog.com/img/khairpur1860.png,South_Asia,Khairpur,N/A,N/A,1860,1947,0,0,0,0,0,57.14,0,0,42.86,0
https://flaglog.com/img/japan1854.png,East_Asia,Japan,N/A,N/A,1854,1999,0,0,0,0,0,19.69,0.16,0,80.15,0
https://flaglog.com/img/china1862.png,East_Asia,China ,N/A, Flown by naval ships. The merchant flag was red with a yellow circle.,1862,1888,1.1,0,3.82,1.78,0,1.24,1.33,88.89,1.8,0.04
https://flaglog.com/img/cambodia1863.png,East_Asia,Cambodia,N/A,N/A,1863,1948,0,0,39.06,2.23,0,45.91,0.27,0,12.53,0
https://flaglog.com/img/siam1839.png,East_Asia,Siam,N/A,N/A,1839,1916,0,0,0,0,0,77.17,1.63,0,21.2,0
https://flaglog.com/img/luangprabang1707.png,East_Asia,Luang Prabang,N/A,N/A,1707,1893,0.01,0,0,0.88,0,88.37,0.66,0.01,10.06,0.02
https://flaglog.com/img/champassak1713.png,East_Asia,Champassak,N/A,N/A,1713,1904,0,0,92.67,1.18,0,0,0,0,6.13,0.01
https://flaglog.com/img/burma1835.png,East_Asia,Burma,N/A,N/A,1835,1935,14.77,0.28,0,0.45,0,0,0.93,0.69,65.37,17.51
https://flaglog.com/img/kelantan1764.png,East_Asia,Kelantan · Perak · Terengganu ,N/A, Malay monarchs often flew plain white flags. These standards eventually evolved into individual state flags as more colours and symbols were added.,1764,1912,0,0,0,0,0,0,0,0,100.0,0
https://flaglog.com/img/jambi1700.png,East_Asia,Jambi,sultan's flag, Flown by the sultan and by naval ships.,1700,1906,0,0,0,0,0,0,0,0,100.0,0
https://flaglog.com/img/jambi1800-noble.png,East_Asia,Jambi,nobles' flag, Flown by nobles at sea.,1800,1906,0,0,0,0,0,83.33,0,0,16.67,0
https://flaglog.com/img/jambi1800-merchant.png,East_Asia,Jambi,merchant flag, Flown by commoner merchants at sea.,1800,1906,0,0,83.33,0,0,0,0,0,16.67,0
https://flaglog.com/img/pahang1853.png,East_Asia,Pahang,sultan's flag, Flown by the sultan.,1853,1887,0,0,0,0,0,0,0,0,0,100.0
https://flaglog.com/img/brunei1473.png,East_Asia,Brunei,sultan's flag, Flown by the sultan and also used as an unofficial state flag.,1473,1906,0,0,0,0,0,0,0,100.0,0,0
https://flaglog.com/img/sarawak1870.png,East_Asia,Sarawak,N/A,N/A,1870,1946,0.37,0,0,0.02,0,17.03,1.29,64.37,0,16.93
https://flaglog.com/img/selangor1859.png,East_Asia,Selangor,N/A,N/A,1859,1896,0,0,0,0,0,46.98,0.33,52.69,0,0
https://flaglog.com/img/perlis1870.png,East_Asia,Perlis,N/A,N/A,1870,1946,0,0,50.0,0,0,0,0,50.0,0,0
https://flaglog.com/img/johor1871.png,East_Asia,Johor,state flag, Flown by the sultan and on naval ships.,1871,1946,0,0,66.67,0,0,28.41,0.16,0,4.77,0
https://flaglog.com/img/johor1871-merchant.png,East_Asia,Johor,merchant flag, Flown by merchant ships and sometimes used by civilians as an alternate national flag.,1871,1946,0,0,0,0,0,23.0,0.17,0,1.83,75.0
https://flaglog.com/img/kedah1821.png,East_Asia,Kedah,N/A,N/A,1821,1912,0,0,0,0,0,90.61,0.77,8.62,0,0
https://flaglog.com/img/kashgaria1873.png,East_Asia,Kashgaria,N/A,N/A,1873,1877,0,0,0,0,0,94.25,0.83,4.93,0,0
https://flaglog.com/img/sulu1850.png,East_Asia,Sulu ,N/A, Reported flag from this era. It's exact use isn't known.,1850,1899,0,0,5.0,76.06,0,0,0,0,18.94,0
https://flaglog.com/img/samoa1873a.png,Oceania,Samoa,N/A,N/A,1873,1875,0,0,22.96,0.16,0,75.0,0,0,1.88,0
https://flaglog.com/img/tonga1866.png,Oceania,Tonga,N/A,N/A,1866,still in use,0,0,0,0,0,82.76,0,0,17.24,0
https://flaglog.com/img/uvea1858.png,Oceania,ʻUvea,N/A,N/A,1858,1888,0,0,0,0,0,84.88,0.13,0,14.99,0
https://flaglog.com/img/rimatara1856.png,Oceania,Rimatara,N/A,N/A,1856,1891,0,0,0,0,0,70.06,0.11,0,29.83,0
https://flaglog.com/img/tahiti1842.png,Oceania,Tahiti,N/A,N/A,1842,1880,0,0,7.1,0,0,59.14,0,0,33.76,0
https://flaglog.com/img/rarotonga1858.png,Oceania,Rarotonga,N/A,N/A,1858,1888,0,0.02,4.07,0.3,0,66.67,0,0,28.94,0
https://flaglog.com/img/mangareva1832.png,Oceania,Mangareva,N/A,N/A,1832,1881,0,27.45,0,0,0,0,0,0,72.55,0
https://flaglog.com/img/rurutu1858.png,Oceania,Rurutu,N/A,N/A,1858,1889,0,0,5.46,0.64,0,50.0,0,0,43.89,0
https://flaglog.com/img/huahine1847.png,Oceania,Huahine,N/A,N/A,1847,1888,0,0,0,0,0,33.33,0,0,66.67,0
https://flaglog.com/img/raiatea1847.png,Oceania,Raʻiatea,N/A,N/A,1847,1880,0,0,0,0,0,40.0,0,0,60.0,0
https://flaglog.com/img/borabora1847.png,Oceania,Bora Bora,N/A,N/A,1847,1888,0,0,0,0,0,60.0,0,0,40.0,0
https://flaglog.com/img/tahuata1837.png,Oceania,Tahuata,N/A,N/A,1837,1880,0,0,0,0,0,50.0,0,0,50.0,0
https://flaglog.com/img/hawaii1845.png,Oceania,Hawaiʻi,N/A,N/A,1845,still in use,0,0,25.12,0.26,0,40.37,0.12,0,34.12,0
https://flaglog.com/img/australia1831.png,Oceania,Australia,N/A,N/A,1831,1901,0,0.04,30.58,0.47,0,6.65,0.1,0,62.16,0
https://flaglog.com/img/newzealand1869.png,Oceania,New Zealand,blue ensign," Officially only flown on government ships, but often used as a national flag.",1869,still in use,0,0,80.17,0.66,0,9.9,0.09,0,9.18,0
https://flaglog.com/img/newzealand1834.png,Oceania,New Zealand,unofficial flag," The former flag of the United Tribes of New Zealand, which remained in use as an unofficial symbol of the country.",1834,1902,0,0,13.07,0.41,0,19.67,0,0,66.85,0
https://flaglog.com/img/unitedstates1867.png,North_America,United States,N/A,N/A,1867,1877,0,0,17.65,1.22,0,41.51,0,0,39.62,0
https://flaglog.com/img/canada1873.png,North_America,Canada ,N/A, An unofficial but widespread national flag.,1873,1907,3.41,0,7.07,1.29,0,74.68,1.64,1.3,10.61,0.0
https://flaglog.com/img/texas1839.png,North_America,Texas,N/A,N/A,1839,still in use,0,0,30.53,0.17,0,33.33,0,0,35.97,0
https://flaglog.com/img/newfoundland1860.png,North_America,Newfoundland ,N/A, An unofficial local flag. The British colony of Newfoundland had no distinctive local symbols.,1860,1904,33.33,0,0,0,33.33,0,0,0,33.33,0
https://flaglog.com/img/metis1983.png,North_America,Métis,N/A,N/A,1983,still in use,0,0.03,76.32,0.77,0,0,0,0,22.88,0
https://flaglog.com/img/brazil1853.png,Latin_America,Brazil,N/A,N/A,1853,1889,59.7,0.19,0.8,1.31,0,1.01,4.28,31.68,1.03,0
https://flaglog.com/img/mexico1823.png,Latin_America,Mexico,N/A,N/A,1823,1880,34.8,0.02,0.01,2.89,0,33.5,0.11,0.02,28.64,0.01
https://flaglog.com/img/peru1825-state.png,Latin_America,Peru,national ensign," Flown by the government, the navy, the national police, and national sports teams. Raised at major ceremonies. The army uses a similar flag with a different coat of arms.",1825,1950,2.4,0.68,0,0.04,0,67.32,0.82,0.76,27.98,0
https://flaglog.com/img/peru1822.png,Latin_America,Peru,national flag, Allowed to be flown by anyone.,1822,still in use,0,0,0,0,0,66.67,0,0,33.33,0
https://flaglog.com/img/guatemala1871.png,Latin_America,Guatemala,N/A,N/A,1871,still in use,0.95,66.67,0,0.5,0,0,0.39,0.14,31.35,0.0
https://flaglog.com/img/argentina1818.png,Latin_America,Argentina,N/A,N/A,1818,still in use,0,66.67,0,0,0,0.03,1.55,0.47,31.28,0
https://flaglog.com/img/honduras1866-civil.png,Latin_America,Honduras,N/A,N/A,1866,1949,0,0.07,67.49,0.19,0,0,0,0,32.25,0
https://flaglog.com/img/centralamerica1838.png,Latin_America,Nicaragua,N/A,N/A,1838,1896,0,0,66.67,0,0,0,0,0,33.33,0
https://flaglog.com/img/paraguay1842.png,Latin_America,Paraguay,front side,N/A,1842,1957,0.31,0.1,33.39,0.39,0,33.6,0.14,0.02,32.05,0
https://flaglog.com/img/paraguay1842-reverse.png,Latin_America,Paraguay,back side,N/A,1842,1957,0,0.11,33.37,0.35,0,33.94,0.29,0.02,31.93,0
https://flaglog.com/img/costarica1848.png,Latin_America,Costa Rica,national flag," The most common Costa Rican flag. Officially designated for private citizens, but in practice often used on government buildings and schools too.",1848,1906,0,0,33.33,0,0,33.33,0,0,33.33,0
https://flaglog.com/img/costarica1848-state.png,Latin_America,Costa Rica,national ensign," Flown by the government and by diplomatic missions, although also used sometimes by private citizens.",1848,1906,1.97,0.02,34.54,1.4,0,26.96,0.92,0.04,34.12,0.03
https://flaglog.com/img/cuba1869.png,Latin_America,Cuba ,N/A, Flown by Cuban nationalists and revolutionaries who sought independence from Spain.,1869,still in use,0,0,48.53,0.34,0,20.15,0.09,0,30.89,0
https://flaglog.com/img/elsalvador1873.png,Latin_America,Salvador,N/A,N/A,1873,1877,0,0,49.97,0,0,9.59,0.24,0,40.2,0
